data;id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2025-07-22 23:46:03.893575;959;Florianópolis;Lucas Pereira;Fone de Ouvido Sony;Ray Townsend;masculino;boleto
2025-07-23 00:44:04.982748;960;São Paulo;Ana Oliveira;Smartwatch Garmin;Paula Klipfel;feminino;pix
2025-07-23 18:29:07.104825;961;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Staci White;feminino;cartão de crédito
2025-07-23 20:00:05.681316;962;Porto Alegre;Roberto Ferreira;Tablet Apple iPad;Eva Brown;feminino;cartão de crédito
2025-07-23 20:28:06.342094;963;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Juanita Williams;feminino;boleto
2025-07-23 23:30:04.633868;964;Belo Horizonte;Fernanda Costa;Tablet Apple iPad;Teresia Lemm;feminino;boleto
2025-07-23 23:42:07.479324;965;Belo Horizonte;Carlos Silva;Tablet Apple iPad;Patricia Fineran;feminino;cartão de crédito
2025-07-24 03:03:05.215404;966;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Janet Smith;feminino;pix
2025-07-24 18:27:04.960888;967;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Miguel Foster;masculino;cartão de crédito
2025-07-24 18:47:06.378882;968;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Luis Hevner;masculino;dinheiro
2025-07-24 20:24:06.481636;969;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Ann Boyer;feminino;cartão de crédito
2025-07-24 20:47:05.751839;970;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Ginger Fisher;feminino;dinheiro
2025-07-24 23:30:06.408616;971;Florianópolis;Lucas Pereira;Tablet Apple iPad;Luisa Horning;feminino;dinheiro
2025-07-25 00:31:03.355343;972;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Billy Clark;masculino;cartão de crédito
2025-07-25 00:32:07.076624;973;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Felix Boney;masculino;dinheiro
2025-07-25 03:27:05.468310;974;São Paulo;Lucas Pereira;Tablet Apple iPad;Steven Burden;masculino;cartão de crédito
2025-07-25 03:47:04.559586;975;Florianópolis;Lucas Pereira;Fone de Ouvido Sony;Thomas Garrett;masculino;boleto
2025-07-25 17:46:05.467578;976;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Dorothy Williams;feminino;boleto
2025-07-25 21:17:04.702475;977;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;George Mattox;masculino;pix
2025-07-25 22:24:05.806615;978;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Natalie Wilkey;feminino;cartão de crédito
2025-07-25 23:48:03.911317;979;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Esmeralda Connally;feminino;cartão de crédito
2025-07-25 23:50:05.054726;980;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Anthony Oneal;masculino;cartão de crédito
2025-07-26 00:13:04.680997;981;Florianópolis;Lucas Pereira;Fone de Ouvido Sony;Todd Martinez;masculino;pix
2025-07-26 01:15:06.956106;982;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Lino Hurley;masculino;dinheiro
2025-07-26 02:44:03.609310;983;Porto Alegre;Mariana Gomes;Tablet Apple iPad;Laurene Lewis;feminino;boleto
2025-07-26 19:52:07.442627;984;Rio de Janeiro;Juliana Almeida;Tablet Apple iPad;William Dahlberg;masculino;pix
2025-07-26 21:49:03.342277;985;Florianópolis;Lucas Pereira;Tablet Apple iPad;Lucas Scales;masculino;pix
2025-07-26 22:16:05.787339;986;São Paulo;Lucas Pereira;Smartwatch Garmin;Margaret Nicoletti;feminino;pix
2025-07-27 03:25:04.895725;987;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;John Robertson;masculino;pix
2025-07-27 17:56:05.376421;988;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Keith Stribling;masculino;dinheiro
2025-07-27 20:25:04.395024;989;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Michael Stafford;masculino;cartão de crédito
2025-07-27 23:41:06.607396;990;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Sylvester Mcmullen;masculino;pix
2025-07-28 00:12:06.988986;991;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Seymour Turner;masculino;pix
2025-07-28 00:39:04.203782;992;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Helen Pearse;feminino;boleto
2025-07-28 03:38:05.196024;993;Florianópolis;Gabriela Santos;Smartwatch Garmin;Manuela Olague;feminino;cartão de crédito
2025-07-28 17:23:07.225552;994;Rio de Janeiro;Juliana Almeida;Tablet Apple iPad;Lisa Szydlowski;feminino;pix
2025-07-28 20:55:05.120392;995;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Renaldo Hardy;masculino;cartão de crédito
2025-07-28 21:39:03.884830;996;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Laurie Earls;feminino;cartão de crédito
2025-07-28 21:57:04.133979;997;Florianópolis;Lucas Pereira;Fone de Ouvido Sony;Jonathan Avery;masculino;boleto
2025-07-28 22:27:05.440024;998;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Kathryn Knott;feminino;pix
2025-07-28 22:59:06.717973;999;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Jack Baker;masculino;pix
2025-07-28 23:01:07.433290;1000;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Sanjuana Joshi;feminino;dinheiro
2025-07-29 00:09:03.421183;1001;Belo Horizonte;Carlos Silva;Tablet Apple iPad;Guy Liles;masculino;cartão de crédito
2025-07-29 01:03:07.161643;1002;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Emmett Nesslein;masculino;cartão de crédito
2025-07-29 17:45:06.184806;1003;São Paulo;Lucas Pereira;Tablet Apple iPad;Stacy Roberts;feminino;dinheiro
2025-07-29 18:19:04.506715;1004;Florianópolis;Lucas Pereira;Notebook Dell Inspiron;Christiane Dawson;feminino;pix
2025-07-29 19:45:03.882521;1005;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Maria Adkisson;feminino;pix
2025-07-29 20:00:07.513167;1006;Florianópolis;Gabriela Santos;Tablet Apple iPad;Bryce Vargas;masculino;boleto
2025-07-29 20:15:04.073520;1007;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Cheryl Sanders;feminino;pix
2025-07-29 21:08:05.681574;1008;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Courtney Kelley;feminino;dinheiro
2025-07-29 21:24:05.039209;1009;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Karena Johnson;feminino;pix
2025-07-29 22:56:07.299049;1010;Porto Alegre;Mariana Gomes;Tablet Apple iPad;Lillian Sandquist;feminino;pix
2025-07-29 23:00:05.469343;1011;Belo Horizonte;Carlos Silva;Tablet Apple iPad;Santos Johnson;masculino;cartão de crédito
2025-07-30 01:08:04.283656;1012;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;John Fehling;masculino;dinheiro
2025-07-30 02:16:06.660973;1013;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Chuck Crosby;masculino;cartão de crédito
2025-07-30 04:01:04.967911;1014;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Karen Smith;feminino;boleto
2025-07-30 18:28:06.755492;1015;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Carol Frederick;feminino;boleto
2025-07-30 21:07:04.159053;1016;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Brian Nelson;masculino;boleto
2025-07-31 01:57:06.062006;1017;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Sharon Hillian;feminino;pix
2025-07-31 01:57:07.556917;1018;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Gene Kennedy;masculino;boleto
2025-07-31 17:24:03.521672;1019;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Patsy Nelson;feminino;dinheiro
2025-07-31 17:58:06.016884;1020;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Tamara Ardoin;feminino;boleto
2025-07-31 20:32:03.886975;1021;Rio de Janeiro;Pedro Souza;Tablet Apple iPad;Margeret Jones;feminino;cartão de crédito
2025-07-31 23:58:06.579717;1022;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Rose Romero;feminino;cartão de crédito
2025-08-01 00:18:07.325114;1023;Florianópolis;Lucas Pereira;Tablet Apple iPad;Juana Huff;feminino;cartão de crédito
2025-08-01 00:26:05.215538;1024;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;William Jackson;masculino;pix
2025-08-01 03:46:04.712593;1025;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Hope Priesmeyer;feminino;boleto
2025-08-01 23:38:05.343976;1026;Belo Horizonte;Fernanda Costa;Tablet Apple iPad;Calvin Ramirez;masculino;dinheiro
2025-08-02 01:32:04.707475;1027;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Joseph Oliver;masculino;cartão de crédito
2025-08-02 02:58:04.136115;1028;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Holly Dover;feminino;dinheiro
2025-08-02 17:45:04.768512;1029;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Linda Olson;feminino;cartão de crédito
2025-08-02 17:50:03.994020;1030;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Larry Bird;masculino;dinheiro
2025-08-02 18:51:03.509433;1031;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Kristie Velasquez;feminino;pix
2025-08-02 23:09:03.508639;1032;São Paulo;Lucas Pereira;Tablet Apple iPad;Patricia Ivey;feminino;pix
2025-08-03 01:13:03.473650;1033;Rio de Janeiro;Juliana Almeida;Tablet Apple iPad;Kimberley Marques;feminino;boleto
2025-08-03 01:23:06.230328;1034;Florianópolis;Gabriela Santos;Smartwatch Garmin;Martin Barber;masculino;dinheiro
2025-08-03 01:53:05.244387;1035;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Samuel Conti;masculino;pix
2025-08-03 17:25:03.649774;1036;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Christopher Martinez;masculino;pix
2025-08-03 19:31:03.610363;1037;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Tammy Hall;feminino;boleto
2025-08-04 01:13:06.285067;1038;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Dustin Billingsley;masculino;cartão de crédito
2025-08-04 01:44:04.539544;1039;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;James Johnson;masculino;boleto
2025-08-04 23:52:06.314001;1040;Florianópolis;Gabriela Santos;Smartwatch Garmin;Richard Isola;masculino;boleto
2025-08-05 03:44:05.772158;1041;Florianópolis;Gabriela Santos;Smartwatch Garmin;Robin Rau;feminino;boleto
2025-08-05 22:49:05.572731;1042;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Michael Cobb;masculino;pix
2025-08-05 22:59:03.809642;1043;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Judy Arroyo;feminino;cartão de crédito
2025-08-05 23:04:06.584456;1044;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Alfred Gill;masculino;boleto
2025-08-06 04:04:05.990627;1045;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Lisa Robertson;feminino;boleto
2025-08-06 17:25:03.894478;1046;Florianópolis;Lucas Pereira;Fone de Ouvido Sony;Marion Coffie;masculino;pix
2025-08-06 18:01:04.965390;1047;Belo Horizonte;Fernanda Costa;Tablet Apple iPad;Anabel Fernandez;feminino;cartão de crédito
2025-08-06 20:37:03.509003;1048;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Carlo Hampton;masculino;dinheiro
2025-08-06 21:34:05.501021;1049;São Paulo;Ana Oliveira;Smartwatch Garmin;Molly Lovecchio;feminino;cartão de crédito
2025-08-07 00:38:04.405936;1050;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Margaret Marks;feminino;dinheiro
2025-08-07 01:30:06.631310;1051;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Melinda Lansberry;feminino;dinheiro
2025-08-07 01:38:03.480520;1052;São Paulo;Lucas Pereira;Smartwatch Garmin;Trevor Mills;masculino;cartão de crédito
2025-08-07 02:00:04.331902;1053;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Helen Jones;feminino;pix
2025-08-07 03:32:03.562434;1054;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Cami Peacemaker;feminino;boleto
2025-08-07 18:45:07.339063;1055;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Robert Feinberg;masculino;cartão de crédito
2025-08-07 20:37:03.911090;1056;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Brain Miller;masculino;dinheiro
2025-08-07 23:54:04.917804;1057;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;David Waterhouse;masculino;dinheiro
2025-08-08 01:43:04.999740;1058;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Manuela Rutt;feminino;pix
2025-08-08 03:05:05.853281;1059;Florianópolis;Gabriela Santos;Tablet Apple iPad;Tammy Fadden;feminino;cartão de crédito
2025-08-08 03:14:05.493909;1060;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Christopher Bublitz;masculino;cartão de crédito
2025-08-08 03:50:05.527009;1061;Florianópolis;Lucas Pereira;Notebook Dell Inspiron;Jo Given;feminino;cartão de crédito
2025-08-08 21:02:03.882340;1062;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Wm Miller;masculino;cartão de crédito
2025-08-08 21:17:07.257225;1063;São Paulo;Lucas Pereira;Smartwatch Garmin;James Reid;masculino;pix
2025-08-08 22:01:05.415971;1064;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Leona Oliver;feminino;dinheiro
2025-08-09 03:25:06.025146;1065;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;James Gonzales;masculino;pix
2025-08-09 18:22:03.544289;1066;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Sally Barre;feminino;pix
2025-08-09 21:29:05.007645;1067;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Billy Williams;masculino;cartão de crédito
2025-08-09 22:09:06.912334;1068;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Jose Caudle;masculino;boleto
2025-08-10 01:08:05.885207;1069;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Casandra Jeronimo;feminino;pix
2025-08-10 01:14:03.773201;1070;Rio de Janeiro;Juliana Almeida;Tablet Apple iPad;Nicholas Soper;masculino;boleto
2025-08-10 03:47:05.988895;1071;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Willie Alger;masculino;boleto
2025-08-10 03:52:04.614417;1072;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Virginia Holman;feminino;cartão de crédito
2025-08-10 04:14:03.998843;1073;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Gary Castro;masculino;dinheiro
2025-08-10 22:18:05.283247;1074;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Rose Browning;feminino;cartão de crédito
2025-08-11 01:48:06.534416;1075;Porto Alegre;Roberto Ferreira;Tablet Apple iPad;Kathy Schneider;feminino;pix
2025-08-11 20:58:04.680229;1076;Rio de Janeiro;Juliana Almeida;Tablet Apple iPad;Carlos Gaines;masculino;boleto
2025-08-11 21:44:05.599508;1077;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Larry Haage;masculino;boleto
2025-08-12 02:19:03.649702;1078;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Sandra Williams;feminino;cartão de crédito
2025-08-12 02:21:07.009098;1079;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Claretha Northern;feminino;boleto
2025-08-12 17:31:07.329449;1080;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Ryan Ward;masculino;pix
2025-08-12 18:10:06.524445;1081;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Joseph Scanlan;masculino;dinheiro
2025-08-12 20:08:07.111151;1082;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Cindy Stanfield;feminino;boleto
2025-08-12 23:16:04.019962;1083;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Ignacio Belzer;masculino;cartão de crédito
2025-08-13 01:14:05.325682;1084;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Joe Brown;masculino;boleto
2025-08-13 02:44:07.564367;1085;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Daniel Hinchee;masculino;boleto
2025-08-13 04:18:05.657698;1086;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Beverly Stancil;feminino;boleto
2025-08-13 17:29:07.236979;1087;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Andrea Giordano;feminino;pix
2025-08-13 19:30:04.403881;1088;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Gregg Reid;masculino;cartão de crédito
2025-08-13 22:17:07.492165;1089;Florianópolis;Gabriela Santos;Tablet Apple iPad;Jennifer Jenkins;feminino;boleto
2025-08-13 23:13:04.137902;1090;São Paulo;Ana Oliveira;Smartwatch Garmin;Russell Richter;masculino;dinheiro
2025-08-13 23:55:06.071235;1091;Porto Alegre;Mariana Gomes;Tablet Apple iPad;Anthony Nichols;masculino;boleto
2025-08-14 20:21:06.870572;1092;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Louis Asher;masculino;cartão de crédito
2025-08-15 00:36:07.235409;1093;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Tillie Mcelhaney;feminino;cartão de crédito
2025-08-15 01:00:06.196114;1094;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Debra Lyster;feminino;dinheiro
2025-08-15 21:35:03.552091;1095;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Gerald Patterson;masculino;boleto
2025-08-15 23:04:04.449945;1096;Porto Alegre;Mariana Gomes;Tablet Apple iPad;Charles Pero;masculino;cartão de crédito
2025-08-16 03:49:04.611031;1097;Florianópolis;Lucas Pereira;Notebook Dell Inspiron;Kim Rossi;feminino;pix
2025-08-16 04:10:05.153663;1098;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Susanna Bennett;feminino;dinheiro
2025-08-16 17:53:05.054921;1099;São Paulo;Lucas Pereira;Smartwatch Garmin;Margaret Durham;feminino;cartão de crédito
2025-08-16 18:26:03.476500;1100;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Richard Guerrero;masculino;cartão de crédito
2025-08-16 19:49:05.840193;1101;São Paulo;Lucas Pereira;Tablet Apple iPad;Tomas Duttry;masculino;pix
2025-08-16 20:16:04.367414;1102;Porto Alegre;Roberto Ferreira;Tablet Apple iPad;Ruth Harris;feminino;boleto
2025-08-16 20:50:04.467665;1103;Florianópolis;Lucas Pereira;Smartwatch Garmin;Sonya Stamm;feminino;boleto
2025-08-17 01:20:04.395364;1104;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Dennis Leal;masculino;cartão de crédito
2025-08-17 01:26:05.237472;1105;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Richard Horn;masculino;boleto
2025-08-17 04:16:05.321237;1106;Florianópolis;Gabriela Santos;Tablet Apple iPad;Jeffrey Hayes;masculino;cartão de crédito
2025-08-17 20:42:03.604033;1107;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;John Gutierrez;masculino;dinheiro
2025-08-17 21:15:04.271884;1108;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Caitlin Lamper;feminino;pix
2025-08-17 23:14:06.261570;1109;Belo Horizonte;Fernanda Costa;Tablet Apple iPad;Maxine Thomsen;feminino;dinheiro
2025-08-18 00:02:07.401948;1110;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Gerald Waldorf;masculino;pix
2025-08-18 03:14:04.008573;1111;São Paulo;Lucas Pereira;Tablet Apple iPad;Elizabeth Gamble;feminino;dinheiro
2025-08-18 04:13:06.149144;1112;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Herbert Ploof;masculino;dinheiro
2025-08-18 18:18:07.575664;1113;Florianópolis;Lucas Pereira;Fone de Ouvido Sony;Darrel Clemence;masculino;pix
2025-08-18 21:03:07.387615;1114;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Stephen Philipps;masculino;pix
2025-08-18 22:19:07.640850;1115;Rio de Janeiro;Juliana Almeida;Tablet Apple iPad;Gregory Harlin;masculino;boleto
2025-08-18 22:29:07.048248;1116;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Ryan Davalos;masculino;dinheiro
2025-08-18 22:55:07.336871;1117;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Samuel Davis;masculino;cartão de crédito
2025-08-19 02:52:06.346922;1118;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;John Reed;masculino;pix
2025-08-19 03:16:07.338644;1119;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;John Spencer;masculino;boleto
2025-08-19 17:32:04.311296;1120;Florianópolis;Lucas Pereira;Fone de Ouvido Sony;Sandra Fryar;feminino;pix
2025-08-19 21:19:06.956651;1121;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Minnie Engel;feminino;pix
2025-08-19 21:50:06.123864;1122;Belo Horizonte;Fernanda Costa;Tablet Apple iPad;Jewell Vega;masculino;dinheiro
2025-08-19 22:48:07.139348;1123;Belo Horizonte;Carlos Silva;Tablet Apple iPad;Robert Cobine;masculino;cartão de crédito
2025-08-19 23:02:06.481873;1124;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Angela Schmidt;feminino;dinheiro
2025-08-19 23:08:03.832274;1125;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Andrew Hash;masculino;pix
2025-08-20 03:27:04.783361;1126;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Kim Ault;feminino;cartão de crédito
2025-08-20 18:06:05.098139;1127;São Paulo;Lucas Pereira;Tablet Apple iPad;Ronald Fisch;masculino;pix
2025-08-20 20:01:07.052339;1128;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Regina Rose;feminino;pix
2025-08-20 20:16:04.070001;1129;Porto Alegre;Mariana Gomes;Tablet Apple iPad;Raul Neer;masculino;cartão de crédito
2025-08-20 20:22:04.795874;1130;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Vivian Charles;feminino;dinheiro
2025-08-20 22:52:06.717531;1131;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Ethel Samuels;feminino;dinheiro
2025-08-21 00:08:05.374923;1132;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Charles Best;masculino;cartão de crédito
2025-08-21 00:39:05.639796;1133;Rio de Janeiro;Juliana Almeida;Tablet Apple iPad;Quiana Coleman;feminino;cartão de crédito
2025-08-21 17:18:07.257445;1134;Belo Horizonte;Fernanda Costa;Tablet Apple iPad;Sandra Wylie;feminino;boleto
2025-08-21 18:42:04.914785;1135;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Oscar Kay;masculino;boleto
2025-08-21 21:47:05.641986;1136;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Anthony Guebert;masculino;cartão de crédito
2025-08-21 23:10:05.162910;1137;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Victor Gioia;masculino;boleto
2025-08-21 23:28:06.340491;1138;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Felipe Vaughn;masculino;pix
2025-08-21 23:59:03.543343;1139;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Donna Woods;feminino;cartão de crédito
2025-08-22 00:23:04.835287;1140;São Paulo;Lucas Pereira;Tablet Apple iPad;Betty Case;feminino;pix
2025-08-22 17:55:03.809963;1141;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Geri Conn;feminino;pix
2025-08-22 19:01:06.580127;1142;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Mario Williams;masculino;dinheiro
2025-08-22 23:38:04.412422;1143;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Arnold Johnson;masculino;pix
2025-08-23 17:27:04.218531;1144;Florianópolis;Gabriela Santos;Smartwatch Garmin;Dorothy George;feminino;cartão de crédito
2025-08-23 20:41:05.003515;1145;São Paulo;Lucas Pereira;Smartwatch Garmin;Royce Hittle;masculino;cartão de crédito
2025-08-23 22:05:06.292939;1146;Florianópolis;Lucas Pereira;Smartwatch Garmin;Debra Wagner;feminino;dinheiro
2025-08-23 23:09:04.968146;1147;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Norma Waters;feminino;boleto
2025-08-24 00:03:05.097924;1148;Porto Alegre;Mariana Gomes;Tablet Apple iPad;Marlene May;feminino;dinheiro
2025-08-24 00:38:04.138299;1149;Porto Alegre;Roberto Ferreira;Tablet Apple iPad;Kathy Key;feminino;boleto
2025-08-24 02:07:05.379472;1150;São Paulo;Lucas Pereira;Smartwatch Garmin;Kathleen Brown;feminino;boleto
2025-08-24 02:47:06.534675;1151;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Roberta White;feminino;pix
2025-08-24 03:05:04.746452;1152;São Paulo;Lucas Pereira;Smartwatch Garmin;Louise Giannavola;feminino;pix
2025-08-24 23:39:05.399673;1153;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Theodore Figueroa;masculino;dinheiro
2025-08-25 02:09:03.677384;1154;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Helene Beebe;feminino;pix
2025-08-25 03:39:04.198358;1155;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Lindsay Anderson;feminino;pix
2025-08-25 20:02:06.791636;1156;Belo Horizonte;Carlos Silva;Tablet Apple iPad;Dorothy Burke;feminino;boleto
2025-08-25 21:27:05.806407;1157;Florianópolis;Lucas Pereira;Smartphone Samsung Galaxy;Raymond Stewart;masculino;cartão de crédito
2025-08-25 21:37:03.996826;1158;Rio de Janeiro;Pedro Souza;Tablet Apple iPad;Frederick Lee;masculino;boleto
2025-08-26 00:10:05.038858;1159;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Leland Mcknight;masculino;cartão de crédito
2025-08-26 01:18:06.754786;1160;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Terry Oconnell;masculino;cartão de crédito
2025-08-26 19:10:04.133653;1161;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Elizabeth Dodson;feminino;cartão de crédito
2025-08-26 19:54:04.481835;1162;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Linda Smith;feminino;boleto
2025-08-26 21:09:07.442433;1163;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Jamie Potter;feminino;boleto
2025-08-26 22:07:05.828725;1164;Porto Alegre;Mariana Gomes;Tablet Apple iPad;Laticia Wilson;feminino;cartão de crédito
2025-08-26 23:18:06.911115;1165;São Paulo;Lucas Pereira;Tablet Apple iPad;Joseph Potts;masculino;pix
2025-08-27 00:39:03.610701;1166;Florianópolis;Lucas Pereira;Tablet Apple iPad;Keith Porter;masculino;pix
2025-08-27 03:22:07.254980;1167;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Stephanie Gupton;feminino;dinheiro
2025-08-28 00:22:05.395523;1168;São Paulo;Lucas Pereira;Smartwatch Garmin;Jae Hamilton;masculino;boleto
2025-08-28 01:51:06.905343;1169;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Joseph Barlow;masculino;dinheiro
2025-08-28 02:56:06.179583;1170;Rio de Janeiro;Juliana Almeida;Tablet Apple iPad;Delia Soto;feminino;pix
